11,16,5.5758,2.7879,4,3,1,3,3,2,2,2,4,2
11,17,7.326,3.663,3,3,5,3,2,1,4,3,4,1
11,18,3.56,1.78,1,1,4,3,1,3,5,3,3,3
12,18,4.9892,2.4946,5,2,2,2,4,4,2,5,5,3
13,14,8.2842,4.1421,5,2,2,4,5,2,1,3,1,5
13,20,2.9211,1.4606,3,3,3,3,3,4,1,2,5,4
14,15,5.3061,2.6531,4,3,2,4,2,4,3,3,4,3
14,20,3.552,1.776,3,4,4,3,2,4,5,3,3,5
14,21,2.4332,1.2166,4,2,4,4,3,1,4,5,3,4
14,22,3.9154,1.9577,2,5,2,3,3,4,4,5,2,3
15,16,3.4118,1.7059,4,4,3,1,4,2,2,4,3,5
15,22,5.0593,2.5297,5,1,5,3,4,2,5,4,3,3
16,17,2.5377,1.2689,2,5,3,3,5,4,2,4,2,2
16,23,6.0995,3.0498,1,1,3,2,3,4,3,2,2,4
16,24,6.106,3.053,3,1,1,4,2,4,3,3,3,3
16,25,8.7634,4.3817,3,4,4,3,2,3,1,3,4,1
17,18,6.0213,3.0106,4,4,3,2,5,2,5,5,2,2
17,24,3.8184,1.9092,2,2,3,2,2,3,5,5,2,2
19,20,4.4476,2.2238,2,5,4,2,2,5,4,3,1,2
20,27,3.697,1.8485,1,2,5,1,4,3,1,4,3,1
21,22,1.9002,0.95009,3,2,3,2,3,4,5,2,4,3
21,27,5.8069,2.9035,4,5,3,1,3,2,1,2,4,5
21,28,7.7397,3.8698,3,4,2,5,1,1,3,2,5,3
22,23,2.9992,1.4996,2,2,3,2,2,4,4,4,4,3
22,28,6.536,3.268,1,3,2,4,1,3,2,2,3,4
22,29,2.4723,1.2361,3,3,2,2,3,3,2,1,3,4
23,25,1.4218,0.71089,1,2,1,5,1,3,2,2,3,4
23,29,7.4788,3.7394,5,3,5,5,3,5,4,4,2,2
24,25,2.4976,1.2488,1,3,1,2,2,2,3,3,1,5
24,26,11.083,5.5415,4,2,4,3,1,1,5,3,2,2
25,26,7.248,3.624,4,2,3,5,5,1,3,3,5,5
25,30,3.739,1.8695,4,1,4,3,2,2,5,1,3,3
25,31,3.0307,1.5153,3,4,3,4,2,5,2,4,2,4
25,32,6.8999,3.45,2,4,1,4,1,3,1,3,5,3
26,32,7.4053,3.7027,2,3,4,3,2,4,2,2,4,2
27,28,2.1209,1.0604,5,5,3,3,4,3,1,5,4,4
28,29,1.5113,0.75565,2,4,3,4,5,3,3,2,1,4
28,33,3.9093,1.9546,4,2,2,3,4,4,3,3,2,1
29,30,1.0637,0.53185,4,4,3,1,3,3,2,2,1,3
29,33,2.701,1.3505,3,5,2,5,5,2,3,4,4,3
29,34,3.6194,1.8097,1,5,3,2,3,3,2,4,2,4
29,35,4.4191,2.2095,5,2,3,1,3,1,4,3,3,5
30,31,2.8882,1.4441,4,1,4,3,4,2,3,1,3,1
30,35,2.8366,1.4183,2,4,5,3,4,3,4,5,3,2
31,32,4.1362,2.0681,2,3,2,5,4,5,2,4,2,3
31,39,5.7389,2.8694,2,2,2,3,4,2,2,5,4,4
32,40,4.3696,2.1848,5,3,1,3,3,3,2,4,3,2
33,34,3.3509,1.6754,3,3,4,2,4,4,5,2,3,1
33,36,4.2817,2.1409,3,3,3,3,1,5,3,4,3,4
33,37,4.8308,2.4154,2,4,3,4,3,3,1,5,5,4
34,35,1.8364,0.91821,1,3,3,2,2,5,4,3,5,2
34,37,3.9793,1.9896,2,2,3,3,4,3,2,4,4,2
34,38,1.7407,0.87033,4,3,3,4,2,3,4,1,4,3
35,38,2.8124,1.4062,4,2,4,4,4,3,3,5,2,1
35,39,1.5871,0.79356,4,1,1,3,3,2,4,4,4,3
36,37,2.9589,1.4794,5,2,4,4,4,4,2,3,4,1
36,41,3.0235,1.5117,2,3,1,3,2,2,4,3,5,1
37,38,1.0157,0.50787,2,3,4,2,1,4,5,4,1,2
37,41,4.1776,2.0888,3,2,1,1,3,4,2,2,3,2
38,39,4.2052,2.1026,3,4,3,3,2,4,2,3,5,5
38,41,4.8652,2.4326,4,2,1,3,3,3,4,2,2,1
38,42,3.1623,1.5811,2,4,2,5,3,4,5,5,1,2
39,40,2.0643,1.0322,2,2,4,2,4,2,2,3,3,3
39,42,3.4343,1.7172,1,3,3,3,4,5,5,5,5,1
40,42,2.557,1.2785,5,4,4,4,3,4,4,2,3,4
40,43,2.4035,1.2018,3,1,3,3,2,3,4,2,2,3
40,44,6.6073,3.3036,2,4,5,1,2,3,3,3,4,5
41,42,3.0533,1.5267,4,2,5,5,3,4,2,5,3,3
42,43,1.9087,0.95433,2,3,4,4,2,1,3,3,4,3
43,44,3.1318,1.5659,4,3,3,3,2,2,2,5,3,2
2,1,15.01,7.5048,3,4,3,3,2,2,3,4,3,3
3,1,2.2529,1.1265,2,2,5,2,3,1,1,4,5,3
4,1,15.055,7.5273,1,5,1,5,3,5,3,3,2,3
5,1,16.716,8.3582,4,5,5,2,2,3,1,3,4,5
7,1,6.9063,3.4532,4,4,3,5,4,4,5,5,5,2
13,1,17.917,8.9585,2,3,3,2,2,5,4,5,2,3
3,2,3.6949,1.8474,2,3,1,3,4,5,2,2,5,3
13,2,6.7155,3.3577,3,3,4,3,1,3,5,5,1,2
19,2,8.8589,4.4295,3,3,3,2,4,1,3,1,3,3
20,2,3.2406,1.6203,5,2,4,2,4,1,4,4,2,4
4,3,3.968,1.984,2,4,2,4,3,3,2,1,4,3
7,3,5.4672,2.7336,3,1,4,4,2,3,4,5,2,4
8,3,3.6842,1.8421,5,2,2,2,2,5,4,3,3,2
9,3,5.0415,2.5207,5,3,3,5,4,2,4,3,3,2
10,3,4.374,2.187,3,3,2,2,5,3,4,3,2,4
5,4,3.5636,1.7818,2,3,4,4,5,4,2,2,4,4
10,4,2.2985,1.1493,3,3,5,4,2,3,4,1,3,2
6,5,2.2424,1.1212,2,2,3,5,3,3,3,2,3,3
11,6,7.3587,3.6793,3,5,3,3,2,3,3,2,4,3
12,6,2.8325,1.4162,4,3,4,5,5,3,4,1,3,4
8,7,3.0438,1.5219,3,4,2,5,5,1,3,1,2,3
13,7,2.4265,1.2132,2,5,3,4,4,5,4,3,2,2
9,8,4.1179,2.0589,1,4,3,3,2,1,3,4,2,5
14,8,2.2712,1.1356,3,5,4,4,1,4,1,4,5,3
10,9,2.0743,1.0372,3,5,3,3,5,2,1,3,2,4
11,9,13.263,6.6313,3,4,3,4,4,4,4,4,4,2
15,9,2.4198,1.2099,1,2,2,3,3,4,3,1,2,4
16,9,7.1968,3.5984,5,4,2,2,3,4,5,3,4,2
11,10,11.046,5.5229,2,3,3,4,4,2,2,2,4,2
12,11,1.4638,0.73192,5,3,4,2,2,1,3,3,3,5
16,11,3.1547,1.5773,2,4,5,5,3,5,3,1,4,3
17,11,3.1236,1.5618,4,3,2,4,3,2,2,5,3,4
18,11,1.1734,0.58672,3,2,5,2,1,3,2,4,3,2
18,12,4.4792,2.2396,3,2,2,1,5,1,2,2,3,1
14,13,7.8382,3.9191,4,4,5,5,3,2,3,1,3,4
20,13,6.9685,3.4842,4,2,3,5,2,5,3,4,5,3
15,14,5.0872,2.5436,4,3,4,5,4,5,4,2,3,4
20,14,7.2816,3.6408,1,1,1,2,1,2,1,3,5,4
21,14,3.2208,1.6104,3,2,1,2,1,3,3,2,2,4
22,14,3.9123,1.9562,4,5,2,2,5,3,3,5,5,5
16,15,3.7555,1.8778,3,4,4,5,5,3,1,3,2,5
22,15,6.0605,3.0302,3,1,4,1,3,2,5,4,2,3
17,16,5.1349,2.5674,3,3,5,4,3,1,3,2,2,3
23,16,7.6392,3.8196,4,4,4,1,1,4,4,2,4,3
24,16,5.2979,2.6489,4,2,4,4,3,4,4,3,1,3
25,16,3.7357,1.8679,3,3,3,1,2,5,3,2,3,2
18,17,6.0852,3.0426,5,2,4,2,3,4,3,2,2,1
24,17,2.3719,1.1859,4,2,4,4,3,4,3,4,3,4
20,19,3.7109,1.8554,5,1,5,4,3,4,5,2,2,5
27,20,4.075,2.0375,3,4,4,2,4,5,4,5,3,4
22,21,3.9227,1.9613,3,4,5,2,4,4,2,4,1,2
27,21,5.5204,2.7602,4,5,3,2,5,3,1,3,2,4
28,21,3.7527,1.8764,2,5,3,1,2,5,4,2,5,2
23,22,0.94194,0.47097,1,2,3,3,2,3,2,3,1,5
28,22,7.3558,3.6779,3,4,2,3,3,4,4,1,4,1
29,22,8.0911,4.0455,4,3,4,1,1,2,3,2,4,2
25,23,1.7352,0.86761,2,2,2,4,4,3,2,3,1,5
29,23,8.1859,4.093,5,3,2,3,4,4,2,2,4,3
25,24,5.4102,2.7051,3,2,2,5,5,1,4,4,2,4
26,24,7.4287,3.7144,2,2,1,2,4,4,3,3,2,4
26,25,9.5712,4.7856,5,4,2,2,3,5,3,2,3,3
30,25,4.3783,2.1891,1,2,2,1,4,1,3,3,3,1
31,25,3.2116,1.6058,1,2,3,1,4,3,5,3,2,4
32,25,5.8273,2.9137,3,4,4,2,2,4,3,2,1,3
32,26,10.957,5.4787,2,4,1,1,3,3,3,4,1,3
28,27,2.4106,1.2053,4,2,1,5,3,2,2,3,2,5
29,28,1.3523,0.67617,4,4,3,5,5,4,3,4,3,2
33,28,1.5772,0.78862,5,1,4,3,2,3,4,3,5,5
30,29,2.5473,1.2736,3,3,3,1,5,3,5,3,3,5
33,29,4.4244,2.2122,5,4,5,4,5,2,2,5,4,2
34,29,2.9826,1.4913,3,3,1,1,5,3,4,3,5,4
35,29,3.8131,1.9065,3,1,1,4,5,5,4,3,2,2
31,30,2.3982,1.1991,4,4,4,4,4,2,3,1,5,2
35,30,3.861,1.9305,3,4,1,1,4,3,5,1,5,4
32,31,3.7731,1.8866,1,5,5,4,3,1,2,2,1,1
39,31,5.1089,2.5544,4,2,1,4,3,3,3,3,4,3
40,32,1.2826,0.64131,2,4,4,3,2,2,2,4,4,5
34,33,1.8276,0.91382,5,1,3,3,4,5,4,4,2,3
36,33,4.7791,2.3895,3,5,5,4,3,1,4,4,4,3
37,33,4.1324,2.0662,3,5,5,5,5,1,3,3,1,1
35,34,1.4851,0.74256,4,3,4,5,2,4,5,2,4,2
37,34,2.6501,1.3251,3,3,2,3,5,2,2,1,2,2
38,34,4.4335,2.2167,1,4,4,2,2,3,3,5,1,3
38,35,2.9868,1.4934,3,4,2,2,3,1,3,3,3,1
39,35,3.6886,1.8443,4,3,3,3,2,3,1,3,2,3
37,36,2.2416,1.1208,3,1,5,4,5,5,1,4,3,5
41,36,2.5036,1.2518,4,5,2,4,2,2,3,2,4,2
38,37,2.2666,1.1333,4,2,2,4,4,2,4,4,3,2
41,37,2.435,1.2175,3,4,2,5,4,2,3,3,2,1
39,38,4.5934,2.2967,2,1,2,5,3,5,4,2,1,4
41,38,2.8464,1.4232,3,2,2,3,2,3,5,4,4,3
42,38,4.1868,2.0934,2,4,1,2,1,4,4,2,4,3
40,39,1.264,0.63198,5,3,4,1,1,2,2,3,1,3
42,39,4.4892,2.2446,5,4,4,4,3,3,1,1,3,3
42,40,3.9067,1.9534,2,3,3,3,2,3,2,5,3,4
43,40,2.5925,1.2963,3,5,2,2,1,2,3,3,1,3
44,40,4.462,2.231,4,5,3,1,4,4,3,3,4,2
42,41,5.3179,2.659,4,3,2,3,4,3,1,4,2,3
43,42,0.62989,0.31494,3,3,3,4,4,1,2,4,3,2
44,43,2.6308,1.3154,5,1,5,3,2,3,2,1,1,2
