47,46,10.19,1.44,1.82,0.95,0.65,0.91,1.2
46,54,14.93,5.64,0.3,3.23,1.47,1.29,0.94
54,46,14.45,5.6,0.94,1.2,0.13,0.24,0.65
47,48,3.21,5.27,0.89,0.53,0.11,1.22,1.19
48,47,2.06,5.15,0.4,0.58,1.91,0.53,0.26
47,74,15,2.86,0.6,0.77,0.49,0.65,1.23
74,47,8.29,2.87,0.89,0.62,0.33,0.2,0.33
48,49,5.3,7.31,0.48,1.88,1.22,0.42,1.81
49,48,5.16,7.31,0.26,0.25,0.3,0.55,0.79
48,51,5.3,14.66,0.33,0.3,0.42,0.81,1.3
51,48,5.43,14.75,0.88,0.48,1.06,0.34,0.33
48,52,4.71,8.44,0.53,1.4,0.79,0.13,0.69
52,48,6.04,8.5,0.24,1.23,1.02,1.09,3.23
48,53,5.41,7.03,0.62,0.49,0.59,0.53,0.22
53,48,5,7.09,0.24,0.76,0.48,0.58,0.65
48,54,4.73,7.5,0.63,2.92,3.23,0.79,0.62
54,48,4.39,7.54,0.26,2.28,0.14,0.46,0.39
48,74,15,4.03,0.16,0.08,1.44,0.24,1.09
74,48,15,3.51,0.79,0.18,0.25,0.51,0.72
49,50,6.66,6.52,0.2,0.92,0.79,0.72,0.41
50,49,7.32,6.59,1.87,0.79,1.27,0.54,0.55
49,73,2.06,4.27,2.23,0.54,0.73,0.48,0.56
73,49,2.06,4.27,1.19,0.13,0.53,0.56,0.44
50,51,5,7.72,0.25,0.22,0.7,0.77,0.3
51,50,5,8.01,1.04,0.81,1.48,0.14,0.45
50,73,2.06,4.24,0.44,1.07,0.84,0.95,3.25
73,50,2.06,4.24,0.25,0.51,0.89,0.71,1.06
51,52,5,7.47,1.4,0.54,0.86,0.13,1.91
52,51,5,7.47,0.81,0.45,1.07,0.43,0.86
52,53,5,4.36,0.95,0.42,0.86,1.78,0.52
53,52,5,4.4,0.39,1.04,2.02,0.49,0.94
53,54,5,6.96,0.51,1.22,2.33,1.69,0.45
54,53,5,6.97,1.49,0.23,0.65,1.05,0.41
55,57,5,4.67,1.06,0.68,0.77,0.81,0.54
57,55,5,4.57,0.24,0.54,0.23,1.3,0.43
56,57,5,5.13,0.56,0.11,0.26,0.45,1.02
57,56,5,5.22,0.09,0.65,1.75,2.92,0.43
57,58,5,5.18,0.43,0.41,0.54,0.25,1.23
58,57,5,5.09,0.77,0.2,0.55,0.3,1.32
57,59,5,5.68,1.07,0.89,0.54,0.24,1.73
59,57,5,5.68,0.42,1.86,1.82,0.92,3.12
58,59,5,4.57,0.23,1.02,2.85,1.23,0.76
59,58,5,4.65,0.2,1.37,0.24,2.23,0.56
59,60,5,4.07,0.41,0.4,0.34,0.32,0.81
60,59,5,4.25,0.61,3.25,1.73,0.23,0.57
59,72,5,1.56,0.34,0.2,0.43,0.21,2.28
72,59,5,1.55,0.12,1,1.88,1.48,1.43
60,61,5,12.42,1.44,0.63,0.68,0.68,0.94
61,60,5,12.42,0.28,0.41,0.33,1.23,0.39
60,63,5,4.83,0.76,0.18,0.25,2.31,0.46
63,60,5,4.88,0.93,0.62,0.48,0.34,0.13
60,65,5,5.82,0.55,1.06,0.95,2.28,0.14
65,60,5,5.79,0.79,0.39,0.46,0.48,0.09
60,67,5,4.32,0.59,0.59,0.13,0.34,0.25
67,60,5,4.49,1.7,0.19,0.3,0.92,0.4
60,69,5.19,6.08,0.9,0.1,1.86,0.44,1.37
69,60,5.83,5.89,0.63,0.65,0.74,1.4,0.76
60,71,3.5,6.43,1.69,1.05,0.94,0.68,1.22
71,60,3.5,6.43,0.7,0.92,0.68,0.95,0.79
60,72,5,2.31,0.75,0.48,1.31,0.1,0.25
72,60,5,2.31,1.31,0.89,0.54,0.08,0.75
62,63,5,1.86,0.59,0.59,0.81,0.48,0.33
63,62,5,2.04,0.6,0.12,0.08,1.14,0.52
63,65,5,0.69,1.02,3.12,1.03,0.14,0.48
65,63,5,0.76,0.68,0.33,0.79,1.2,0.94
64,65,5,1.63,0.39,0.3,0.24,0.42,1.44
65,64,5,1.54,1.35,2.88,0.72,0.76,1.31
65,66,5,3.18,1.3,1.4,1.32,0.86,0.76
66,65,5,3.46,0.11,1.44,0.22,1.06,0.93
67,68,5,1.32,0.43,1.29,0.76,0.87,1.48
68,67,5,1.43,0.11,0.43,0.45,0.62,1.11
67,69,5,5.88,0.94,1.4,1.3,0.16,0.2
69,67,5,5.88,1.18,1.14,0.13,1.31,1.27
69,70,7.95,2.67,0.34,0.94,0.61,0.27,0.24
70,69,7.3,2.95,0.38,0.57,1.2,0.79,2.88
69,71,2.19,4.5,2.92,0.7,1.09,0.3,0.43
71,69,2.86,4.49,4.39,0.28,1.14,0.96,1.03
