38,34,4.4335,2.2167,2,2
38,35,2.9868,1.4934,4,4
39,35,3.6886,1.8443,5,4
37,36,2.2416,1.1208,3,1
41,36,2.5036,1.2518,4,4
38,37,2.2666,1.1333,3,2
41,37,2.435,1.2175,1,2
39,38,4.5934,2.2967,3,3
41,38,2.8464,1.4232,1,3
42,38,4.1868,2.0934,1,2
40,39,1.264,0.63198,3,4
42,39,4.4892,2.2446,3,1
42,40,3.9067,1.9534,3,1
43,40,2.5925,1.2963,4,3
44,40,4.462,2.231,4,2
42,41,5.3179,2.659,2,3
43,42,0.62989,0.31494,2,3
44,43,2.6308,1.3154,5,4
